date,average_temperature
2023-12-28,20.387499999999992
2023-12-29,20.14093137254903
2023-12-30,20.038480392156856
2023-12-31,19.2171568627451
2024-01-01,18.85343137254901
2024-01-02,17.420098039215695
2024-01-03,17.93161764705881
2024-01-04,18.605637254901946
2024-01-05,19.360294117647058
2024-01-06,19.646813725490205
2024-01-07,19.876225490196088
2024-01-08,19.498529411764707
2024-01-09,18.84166666666667
2024-01-10,19.64460784313727
2024-01-11,19.140441176470606
2024-01-12,16.650980392156864
2024-01-13,15.96348039215685
2024-01-14,15.73161764705883
2024-01-15,15.382598039215674
2024-01-16,16.318872549019623
2024-01-17,17.60098039215687
2024-01-18,17.23651960784313
2024-01-19,18.382843137254916
2024-01-20,17.57892156862745
2024-01-21,17.259803921568626
2024-01-22,15.613725490196083
2024-01-23,16.375735294117646
2024-01-24,17.723284313725497
2024-01-25,17.42401960784314
2024-01-26,17.181617647058797
2024-01-27,16.189705882352946
2024-01-28,16.567647058823532
2024-01-29,17.869117647058832
2024-01-30,19.52990196078432
2024-01-31,20.180147058823533
2024-02-01,20.36519607843136
2024-02-02,20.7718137254902
2024-02-03,20.593137254901958
2024-02-04,20.032843137254908
2024-02-05,21.153676470588234
2024-02-06,22.85122549019609
2024-02-07,21.478921568627463
2024-02-08,19.57916666666666
2024-02-09,18.046323529411772
2024-02-10,18.353431372549004
2024-02-11,20.16151960784315
2024-02-12,21.203431372549005
2024-02-13,22.524754901960804
2024-02-14,22.287500000000012
2024-02-15,22.512990196078416
2024-02-16,22.858333333333334
2024-02-17,21.655147058823527
2024-02-18,22.69338235294117
2024-02-19,23.99166666666667
2024-02-20,25.196078431372523
2024-02-21,24.94607843137254
2024-02-22,24.73774509803922
2024-02-23,23.164950980392142
2024-02-24,22.910294117647062
2024-02-25,21.193872549019616
2024-02-26,22.34999999999998
2024-02-27,22.88921568627453
2024-02-28,23.891911764705874
2024-02-29,24.02499999999999
2024-03-01,24.010049019607845
2024-03-02,24.7752450980392
2024-03-03,25.879656862745062
2024-03-04,25.42181372549019
2024-03-05,25.625245098039215
2024-03-06,23.937745098039198
2024-03-07,23.95490196078431
2024-03-08,24.337009803921557
2024-03-09,23.314460784313734
2024-03-10,23.39436274509805
2024-03-11,24.504166666666645
2024-03-12,27.119852941176468
2024-03-13,27.846568627451006
2024-03-14,26.167647058823494
2024-03-15,26.865931372549028
2024-03-16,27.00710784313724
2024-03-17,26.032352941176455
2024-03-18,25.674999999999994
2024-03-19,25.675
2024-03-20,21.18406862745101
2024-03-21,21.15024509803921
2024-03-22,22.820588235294117
2024-03-23,25.254411764705882
2024-03-24,27.80171568627452
2024-03-25,26.989460784313724
2024-03-26,27.21985294117646
2024-03-27,28.04142156862743
2024-03-28,28.030882352941198
2024-03-29,28.472303921568635
2024-03-30,29.224019607843154
2024-03-31,28.682598039215645
2024-04-01,30.316421568627458
2024-04-02,30.123039215686273
2024-04-03,30.198774509803915
2024-04-04,29.961764705882338
2024-04-05,31.41593137254903
2024-04-06,30.539460784313736
2024-04-07,30.13995098039215
2024-04-08,27.447303921568654
2024-04-09,28.05343137254903
2024-04-10,29.00857843137254
2024-04-11,27.269362745098043
2024-04-12,28.594852941176462
2024-04-13,29.508578431372516
2024-04-14,30.048529411764687
2024-04-15,31.299509803921566
2024-04-16,32.19583333333334
2024-04-17,32.387254901960766
2024-04-18,32.048529411764704
2024-04-19,32.2875
