date,average_pm10
2022-01-01,164.2688888888889
2022-01-02,149.16833333333332
2022-01-03,142.95027777777779
2022-01-04,169.50500000000002
2022-01-05,181.7705797101449
2022-01-06,162.85152777777776
2022-01-07,147.50541666666666
2022-01-08,123.36887323943662
2022-01-09,109.36585714285717
2022-01-10,124.84404761904761
2022-01-11,129.74156250000001
2022-01-12,87.0679347826087
2022-01-13,108.91047058823528
2022-01-14,108.00541176470587
2022-01-15,110.38341463414632
2022-01-16,129.51277108433737
2022-01-17,162.9017708333334
2022-01-18,171.32062499999998
2022-01-19,177.17145833333328
2022-01-20,187.50822916666664
2022-01-21,179.2411578947368
2022-01-22,146.9645833333334
2022-01-23,208.51182795698918
2022-01-24,142.45989583333332
2022-01-25,177.1652127659574
2022-01-26,154.23010416666662
2022-01-27,147.88229166666667
2022-01-28,142.43916666666664
2022-01-29,159.49843750000002
2022-01-30,135.2025000000001
2022-01-31,109.80433333333335
2022-02-01,100.10027777777779
2022-02-02,121.17046153846151
2022-02-03,82.73930555555557
2022-02-04,40.769999999999996
2022-02-05,104.75602409638554
2022-02-06,122.12937499999997
2022-02-07,100.74892857142859
2022-02-08,122.82739583333336
2022-02-09,118.26565217391298
2022-02-10,104.64888888888889
2022-02-11,134.25108433734937
2022-02-12,111.72447916666668
2022-02-13,115.4082105263158
2022-02-14,122.2246875
2022-02-15,137.1597916666667
2022-02-16,133.76895833333333
2022-02-17,138.3310416666666
2022-02-18,146.26802083333337
2022-02-19,139.4739583333333
2022-02-20,119.7743617021277
2022-02-21,113.23808988764041
2022-02-22,121.88322916666668
2022-02-23,125.19105263157897
2022-02-24,106.487311827957
2022-02-25,124.58364583333336
2022-02-26,134.2136458333333
2022-02-27,102.85947368421053
2022-02-28,92.48385416666666
2022-03-01,132.3946875
2022-03-02,140.58551401869167
2022-03-03,142.17958333333337
2022-03-04,143.8406086956521
2022-03-05,136.1808474576271
2022-03-06,116.63145299145293
2022-03-07,133.68683333333337
2022-03-08,146.19603448275865
2022-03-09,150.45000000000002
2022-03-10,151.69165217391296
2022-03-11,137.8974074074074
2022-03-12,151.6171428571428
2022-03-13,144.31606837606842
2022-03-14,160.00084033613444
2022-03-15,160.04316176470581
2022-03-16,119.25316666666667
2022-03-17,106.69862318840585
2022-03-18,93.76036496350365
2022-03-19,95.29235294117649
2022-03-20,84.96313868613137
2022-03-21,87.96852941176472
2022-03-22,95.12649635036495
2022-03-23,106.31620437956208
2022-03-24,103.11934306569341
2022-03-25,103.70021276595745
2022-03-26,108.87124999999996
2022-03-27,117.14152380952378
2022-03-28,120.6687356321839
2022-03-29,121.29819819819816
2022-03-30,104.92717948717952
2022-03-31,105.4297435897436
2022-04-01,103.90921875000002
2022-04-02,97.11485714285716
2022-04-03,94.13647482014389
2022-04-04,84.00229166666665
2022-04-05,82.92740259740258
2022-04-06,84.98790419161674
2022-04-07,84.7855828220859
2022-04-08,79.07570552147244
2022-04-09,72.4239024390244
2022-04-10,76.06830303030303
2022-04-11,87.27233128834354
2022-04-12,90.01296969696972
2022-04-13,81.33829268292685
2022-04-14,89.01438271604938
2022-04-15,105.8451282051282
2022-04-16,97.72274999999999
2022-04-17,90.54335403726708
2022-04-18,93.01462025316458
2022-04-19,85.95890804597701
2022-04-20,90.60766666666669
2022-04-21,86.40421621621621
2022-04-22,86.93329729729734
2022-04-23,102.68972067039105
2022-04-24,93.35590909090907
2022-04-25,98.32627118644068
2022-04-26,95.17955307262574
2022-04-27,108.39026143790852
2022-04-28,111.33646551724135
2022-04-29,129.90452991452997
2022-04-30,108.97705426356595
2022-05-01,85.7720855614973
2022-05-02,61.694391534391535
2022-05-03,54.62685863874344
2022-05-04,84.27026595744678
2022-05-05,84.07151351351354
2022-05-06,87.39346153846155
2022-05-07,94.86114754098361
2022-05-08,87.49451086956523
2022-05-09,43.70424581005585
2022-05-10,72.6577325581396
2022-05-11,68.45293478260868
2022-05-12,101.49120218579233
2022-05-13,104.67577540106952
2022-05-14,76.19563829787232
2022-05-15,66.14677419354841
2022-05-16,83.04337016574584
2022-05-17,77.54677777777776
2022-05-18,72.60287292817674
2022-05-19,75.94309392265195
2022-05-20,89.10832369942199
2022-05-21,87.18668639053256
2022-05-22,84.60190184049081
2022-05-23,90.51110389610386
2022-05-24,89.18205128205126
2022-05-25,80.60119999999996
2022-05-26,87.67138364779869
2022-05-27,127.76083870967742
2022-05-28,123.8283673469388
2022-05-29,82.2323448275862
2022-05-30,99.2682142857143
2022-05-31,99.97006666666665
2022-06-01,105.61855421686747
2022-06-02,105.20012195121951
2022-06-03,102.29698795180725
2022-06-04,114.85144578313259
2022-06-05,104.08651315789469
2022-06-06,106.27839743589739
2022-06-07,104.00961956521738
2022-06-08,109.78898936170206
2022-06-09,105.28412698412701
2022-06-10,92.11184210526316
2022-06-11,96.3742473118279
2022-06-12,94.16010582010577
2022-06-13,89.89327868852466
2022-06-14,79.75576086956521
2022-06-15,67.02073684210528
2022-06-16,80.6224293785311
2022-06-17,65.03144578313251
2022-06-18,59.65475903614455
2022-06-19,52.06464285714286
2022-06-20,57.42761627906975
2022-06-21,63.62584699453555
2022-06-22,59.70695652173915
2022-06-23,52.71730994152047
2022-06-24,51.57788359788359
2022-06-25,46.11755434782608
2022-06-26,42.31867816091957
2022-06-27,54.15051282051281
2022-06-28,62.01621468926554
2022-06-29,64.65994652406414
2022-06-30,65.86256544502619
2022-07-01,72.41635416666665
2022-07-02,53.37808743169397
2022-07-03,40.173829787234034
2022-07-04,51.02661016949154
2022-07-05,42.9658918918919
2022-07-06,46.861894736842125
2022-07-07,48.228324022346385
2022-07-08,51.64677777777778
2022-07-09,46.177032967033
2022-07-10,34.28016949152541
2022-07-11,41.719375
2022-07-12,44.58129629629632
2022-07-13,42.424785276073635
2022-07-14,46.704251497005984
2022-07-15,35.44262499999999
2022-07-16,41.111463414634144
2022-07-17,37.15719512195125
2022-07-18,52.1588741721854
2022-07-19,43.68629629629628
2022-07-20,62.329342105263144
2022-07-21,58.37016304347827
2022-07-22,43.22435483870966
2022-07-23,37.78317460317461
2022-07-24,32.56481675392671
2022-07-25,42.73718750000001
2022-07-26,41.56494623655915
2022-07-27,38.246737967914434
2022-07-28,39.70940540540541
2022-07-29,41.668547486033525
2022-07-30,43.98266666666667
2022-07-31,55.21844919786096
2022-08-01,67.66994623655914
2022-08-02,64.73489247311832
2022-08-03,56.4159550561798
2022-08-04,34.72879781420765
2022-08-05,35.410555555555554
2022-08-06,31.418854166666677
2022-08-07,22.702774869109945
2022-08-08,28.460412371134034
2022-08-09,28.694322916666675
2022-08-10,22.964079601990047
2022-08-11,30.079027777777757
2022-08-12,55.404589371980656
2022-08-13,40.119758454106275
2022-08-14,27.877546296296302
2022-08-15,57.35745370370372
2022-08-16,64.71043902439023
2022-08-17,71.13375609756098
2022-08-18,69.68072463768117
2022-08-19,30.254212962962974
2022-08-20,38.35320930232557
2022-08-21,64.25777251184836
2022-08-22,78.07464114832534
2022-08-23,46.05068292682925
2022-08-24,37.107909090909075
2022-08-25,52.402549019607854
2022-08-26,66.29074468085106
2022-08-27,70.4386387434555
2022-08-28,50.53412037037034
2022-08-29,51.0213043478261
2022-08-30,41.9020283018868
2022-08-31,32.731073170731705
2022-09-01,32.41910447761197
2022-09-02,31.76173267326734
2022-09-03,44.598115942028976
2022-09-04,66.58082125603867
2022-09-05,62.30600961538463
2022-09-06,64.93480851063836
2022-09-07,52.64506787330314
